ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,8,"813,970","174,770","17,972,316","174,770","134,072","149,767","24,458","15,126","14,180",0,"4,259",Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,"4,115,000","1,229,439","84,567,084","751,843","632,913","616,089","88,562","74,771","41,978",0,"11,815"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,9,"724,454","141,955","15,961,248","141,955","146,640","118,722","13,101","16,150","7,066",0,"1,146",Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,"4,115,000","1,229,439","84,567,084","751,843","632,913","616,089","88,562","74,771","41,978",0,"11,815"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,10,"218,076","90,763","3,030,466","90,763",0,"7,818","2,765","5,744",905,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,"4,115,000","1,229,439","84,567,084","751,843","632,913","616,089","88,562","74,771","41,978",0,"11,815"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,11,"13,849","60,933","180,887","60,933",0,0,214,259,139,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,"4,115,000","1,229,439","84,567,084","751,843","632,913","616,089","88,562","74,771","41,978",0,"11,815"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,12,"22,380","54,298","276,390","54,298",0,0,134,176,16,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2018,"4,115,000","1,229,439","84,567,084","751,843","632,913","616,089","88,562","74,771","41,978",0,"11,815"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,1,"33,896","58,361","570,106","58,361","6,485",0,96,198,27,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,2,"31,650","52,880","533,837","52,880","6,222",0,32,83,81,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,3,"28,695","64,620","358,548","64,620",0,0,182,294,115,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,4,"48,150","63,536","662,508","63,536",0,"1,290",643,"1,517",80,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,5,"434,385","108,215","6,660,866","108,215","38,458","9,520","4,531","6,906",929,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,6,"781,853","152,062","16,176,090","152,062","142,253","107,667","13,302","14,541","4,160",0,"1,154",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,7,"936,062","193,317","19,420,614","193,317","142,253","138,611","27,136","16,227","12,556",0,"4,378",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,8,"820,006","170,202","17,363,508","170,202","129,929","126,832","22,458","17,389","13,287",0,"3,582",Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,9,"693,118","134,406","14,724,566","134,406","145,510","85,171","10,822","18,691","6,034",0,736,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,10,"171,339","81,757","3,275,664","81,757","38,965","5,562","1,494","3,834",905,0,57,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,11,"15,628","52,449","202,188","52,449",0,0,182,419,9,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,12,"25,506","55,723","400,924","55,723","3,560",0,144,195,53,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2019,"4,020,288","1,187,528","80,349,419","698,834","653,635","474,653","81,022","80,294","38,236",0,"9,907"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,1,"25,234","58,120","573,557","58,120","10,763",0,118,336,64,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,2,"41,880","59,368","763,423","59,368","10,520",0,86,224,39,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,3,"32,516","72,370","407,717","72,370",0,0,150,509,71,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,4,0,"44,945",0,"44,945",0,0,0,0,0,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,5,"46,219","76,262","554,623","76,262",0,0,0,0,0,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,6,"573,205","92,762","8,666,260","92,762","12,425","59,053",0,0,"2,598",0,416,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,7,"955,645","191,112","16,060,086","191,112","39,056","139,450",0,0,"11,517",0,"1,325",Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,8,"881,829","171,138","14,777,275","171,138","26,334","128,963","2,323","2,157","14,453",0,575,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,9,"837,114","152,519","13,258,355","152,519","33,679","67,533","12,250","11,424","8,814",0,175,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,10,"359,889","100,505","5,181,164","100,505","14,463","7,776","4,234","7,808","1,657",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,11,"24,132","52,007","321,734","52,007",461,0,352,486,40,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,12,"28,643","51,337","377,700","51,337",742,0,218,346,111,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2020,"3,806,306","1,122,445","60,941,894","650,501","148,443","402,775","19,731","23,290","39,364",0,"2,491"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,1,"35,338","60,975","463,738","60,975","1,014",0,115,422,102,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,2,"36,897","53,569","478,308","53,569","1,020",0,93,275,93,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,3,"35,611","73,117","471,396","73,117",853,0,250,582,151,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,4,"67,508","77,290","877,673","77,290",0,0,634,"2,003",179,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,5,"473,799","126,299","6,801,564","126,299","19,008","18,096","2,970","5,162","1,264",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,6,"938,845","191,850","15,847,901","191,850","76,656","89,782","9,760","8,614","5,712",0,382,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,7,"1,080,767","202,660","19,645,627","202,660","99,731","138,067","14,682","11,094","13,659",0,951,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,8,"921,844","180,479","17,222,129","180,479","93,787","123,504","12,397","11,677","13,841",0,"1,461",Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,9,"882,078","154,422","15,058,243","154,422","94,959","62,496","8,467","12,573","7,370",0,523,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,10,"316,662","104,321","4,728,566","104,321","18,485","10,771","2,682","5,840",909,0,6,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,11,"33,144","63,973","476,436","63,973","2,024",0,301,893,62,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,12,"37,749","40,413","591,914","40,413","5,385",0,160,230,13,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2021,"4,860,242","1,329,368","82,663,495","787,930","412,922","442,716","52,511","59,365","43,355",0,"3,323"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,1,"46,615","62,941","781,488","62,941","8,763",0,118,307,66,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,2,"47,300","67,972","815,182","67,972","9,759",0,80,384,93,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,3,"35,593","75,280","524,921","75,280","3,319",0,138,554,65,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,4,"80,283","68,193","1,033,625","68,193",0,0,371,"2,496",59,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,5,"523,680","97,654","7,849,895","97,654","37,207","19,462","1,946","5,779",845,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,6,"525,363","166,662","9,846,308","166,662","85,971","56,953",832,"2,163","1,111",0,551,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,7,"596,562","204,661","13,282,321","204,661","96,394","143,599",0,0,"11,559",0,"3,597",Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,8,"582,211","196,261","13,295,510","196,261","103,353","141,220","2,227","1,408","13,213",0,"1,453",Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,9,"567,587","174,103","11,824,441","174,103","122,218","72,746","3,786","3,456","6,473",0,213,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,10,"236,567","121,380","3,638,400","121,380","23,005","5,772","1,411","1,907","1,221",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,11,"17,687","49,087","228,084","49,087",653,0,0,0,7,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,12,"30,794","52,440","415,915","52,440","1,887",0,0,0,46,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2022,"3,290,242","1,336,634","63,536,090","762,732","492,529","439,752","10,909","18,454","34,758",0,"5,814"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,1,"45,709","60,272","658,169","60,272","4,517",0,0,0,52,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,2,"45,717","63,370","701,815","63,370","6,352",0,0,0,32,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,3,"30,044","61,468","403,531","61,468","1,697",0,0,0,95,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,4,"69,247","63,812","832,092","63,812",0,0,0,0,47,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,5,"454,262","119,931","6,713,831","119,931","36,823","15,131",0,0,658,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,6,"847,864","169,196","16,021,542","169,196","131,843","99,917","2,458","4,634","3,653",0,"1,128",Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,7,"969,692","200,740","17,807,386","200,740","125,189","100,984","8,406","8,064","11,723",0,"2,762",Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,8,"846,389","183,419","17,044,428","183,419","148,695","107,254","8,147","8,538","13,317",0,"1,039",Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,9,"838,458","160,297","16,051,048","160,297","147,267","82,621","4,886","6,774","7,549",0,467,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,10,"299,127","106,532","4,693,703","106,532","34,417","6,679","1,398","2,403","1,110",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,11,"20,109","61,213","241,451","61,213",0,0,0,0,6,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,12,"34,764","56,611","508,412","56,611","3,782",0,0,0,20,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2023,"4,501,382","1,306,861","81,677,408","752,457","640,582","412,586","25,295","30,413","38,262",0,"5,396"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,1,"42,740","58,796","712,853","58,796","8,279",0,0,0,53,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,2,"49,291","40,288","814,982","40,288","9,237",0,0,0,75,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,3,"32,862","47,167","473,035","47,167","3,193",0,0,0,86,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,4,"71,784","58,609","862,531","58,609",0,0,0,0,47,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,5,"522,450","115,341","7,689,049","115,341","42,208","15,329",320,534,708,0,53,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,6,"914,612","165,644","17,466,498","165,644","149,512","93,741","11,586","10,032","4,158",0,"1,436",Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,7,"992,352","195,204","18,678,169","195,204","126,554","108,904","21,127","12,456","11,150",0,"1,890",Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,8,"868,259","182,030","17,305,016","182,030","134,183","110,793","17,096","10,920","12,742",0,"1,179",Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,9,"852,435","158,256","16,203,826","158,256","146,719","77,142","9,133","8,607","6,956",0,385,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,10,"346,025","111,184","6,329,099","111,184","61,071","20,039","4,206","4,181","1,203",0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,11,"21,133","56,432","255,276","56,432",0,0,25,15,30,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,12,"30,410","56,483","451,775","56,483","3,518",0,19,10,72,0,0,Yellowstone NP,YELL,National Park,Intermountain ,WY,2024,"4,744,353","1,245,434","87,242,109","706,049","684,474","425,948","63,512","46,755","37,280",0,"4,943"
